sagoNo,sido,sigungu,sagoReason,sagoDate,no
20250087,충청남도,천안시 서북구,,20250711,76
20250088,서울특별시,강남구,,20250711,77
20250089,부산광역시,사상구,,20250714,78
20250091,부산광역시,수영구,,20250409,79
20250092,부산광역시,수영구,,20250619,80
20250093,충청남도,논산시,,20250718,81
20250094,경상북도,포항시 북구,,20250630,82
20250095,충청남도,당진시,,20250719,83
20250096,충청남도,천안시 서북구,,20250717,84
20250097,충청남도,천안시 동남구,,20250717,85
20250098,충청남도,천안시 서북구,,20250717,86
20250099,광주광역시,동구,,20250717,87
20250100,경기도,남양주시,,20250721,88
20250101,충청남도,아산시,,20250721,89
20250102,강원특별자치도,속초시,,20250521,90
20250103,전북특별자치도,군산시,,20250718,91
20250104,경상남도,함안군,,20250723,92
20250106,대구광역시,달성군,,20250724,93
20250107,서울특별시,성북구,,20250724,94
20250108,경기도,수원시 영통구,,20250726,95
20250109,경기도,이천시,,20250726,96
20250110,서울특별시,중구,,20250726,97
20250111,서울특별시,동대문구,,20250723,98
20250112,서울특별시,동대문구,,20250723,99
20250113,서울특별시,노원구,,20250719,100
20250114,충청남도,아산시,,20250727,101
20250116,경기도,평택시,,20250731,102
20250117,인천광역시,서구,,20250724,103
20250118,대구광역시,달서구,,20250801,104
20250119,충청남도,아산시,,20250728,105
20250120,충청남도,아산시,,20250801,106
20250121,경기도,남양주시,,20250729,107
20250122,전라남도,목포시,,20250614,108
20250123,서울특별시,송파구,,20250805,109
20250124,전북특별자치도,군산시,,20250806,110
20250125,서울특별시,동대문구,,20250807,111
20250126,충청북도,충주시,,20250806,112
20250127,울산광역시,남구,,20250808,113
20250128,부산광역시,북구,,20250811,114
20250129,광주광역시,서구,,20250811,115
20250130,서울특별시,성동구,,20250810,116
20250131,경기도,평택시,,20250810,117
20250132,부산광역시,북구,,20250713,118
20250133,부산광역시,북구,,20250728,119
20250134,광주광역시,남구,,20250717,120
20250135,광주광역시,서구,,20250718,121
20250136,광주광역시,남구,,20250718,122
20250137,광주광역시,남구,,20250720,123
20250138,광주광역시,서구,,20250720,124
20250139,광주광역시,북구,,20250717,125
20250140,광주광역시,북구,,20250717,126
20250141,광주광역시,북구,,20250717,127
20250142,광주광역시,북구,,20250720,128
20250144,광주광역시,북구,,20250720,129
20250145,광주광역시,동구,,20250810,130
20250146,경기도,고양시 덕양구,,20250814,131
20250147,서울특별시,은평구,,20250814,132
20250148,서울특별시,강북구,,20250813,133
20250149,충청남도,천안시 서북구,,20250816,134
20250150,인천광역시,서구,,20250813,135
20250152,광주광역시,남구,,20250820,136
20250153,충청남도,아산시,,20250820,137
20250154,서울특별시,송파구,,20250821,138
20250155,서울특별시,은평구,,20250819,139
20250156,부산광역시,사상구,,20250812,140
20250157,인천광역시,강화군,,20250822,141
20250158,서울특별시,성북구,,20250825,142
20250159,서울특별시,성북구,,20250830,143
20250160,서울특별시,영등포구,,20250901,144
20250161,경기도,평택시,,20250901,145
20250162,서울특별시,종로구,,20250831,146
20250163,전북특별자치도,전주시 완산구,,20250907,147
20250164,대구광역시,달성군,,20250910,148
20250165,제주특별자치도,제주시,,20250915,149
20250166,인천광역시,서구,,20250721,150
20250167,인천광역시,서구,,20250818,151
20250168,인천광역시,서구,,20250813,152
20250169,경기도,남양주시,,20250917,153
20250170,전북특별자치도,전주시 덕진구,,20250906,154
20250171,강원특별자치도,춘천시,,20250924,155
20250172,울산광역시,남구,,20250926,156
20250173,서울특별시,마포구,,20250925,157
20250174,경상남도,의령군,,20250930,158
20250175,서울특별시,마포구,,20250930,159
20250176,서울특별시,강서구,,20251018,160
20250177,충청북도,진천군,,20251004,161
20250178,부산광역시,서구,,20251027,162
20250179,전북특별자치도,군산시,,20251019,163
20250180,강원특별자치도,정선군,,20251027,164
20250181,인천광역시,계양구,,20250903,165
20250182,인천광역시,계양구,,20250825,166
20250183,충청남도,아산시,,20251117,167
20250184,경기도,성남시 수정구,,20251111,168
20250185,충청북도,청주시 흥덕구,,20251119,169
20250186,충청남도,아산시,,20251117,170
20250188,인천광역시,계양구,,20251128,171
20250189,광주광역시,광산구,,20250712,172
20250190,충청남도,아산시,,20251211,173
20250191,충청남도,아산시,,20251212,174
20250193,서울특별시,영등포구,,20251230,175
20250194,인천광역시,서구,,20251228,176
20250195,인천광역시,서구,,20251001,177
20250196,경상남도,창원시 마산합포구,,20250610,178
20250197,인천광역시,서구,,20251128,179
20250198,인천광역시,서구,,20250722,180
20250199,인천광역시,서구,,20250522,181
20250200,인천광역시,서구,,20250306,182
20260002,충청남도,아산시,,20260115,1
20260003,서울특별시,노원구,,20260205,2
20260007,인천광역시,서구,,20260221,3
20260008,서울특별시,강서구,,20260225,4
20260009,경기도,가평군,,20260226,5
20260010,광주광역시,광산구,,20260303,6
20260011,경기도,부천시,,20260303,7
20260013,경기도,평택시,,20260305,8
20260014,강원특별자치도,영월군,,20260306,9
20260015,제주특별자치도,제주시,,20260225,10
20260016,서울특별시,중랑구,,20260309,11
20260019,서울특별시,마포구,,20260310,12
20260020,세종특별자치시,세종특별자치시,,20260323,13
20260021,울산광역시,북구,,20260323,14
20260022,서울특별시,양천구,,20260325,15
20260024,인천광역시,서구,,20260409,16
20260025,대전광역시,서구,,20260409,17
20260026,부산광역시,사상구,,20260405,18
20260027,경기도,이천시,,20260506,19
20260028,경기도,남양주시,,20260508,20
20260029,경기도,여주시,,20260518,21
20260030,경기도,부천시,,20260519,22
20260031,세종특별자치시,세종특별자치시,,20260521,23
20260032,인천광역시,서구,,20260313,24
20260033,인천광역시,서구,,20260424,25
20260034,광주광역시,서구,,20260302,26
20260035,광주광역시,서구,,20260518,27
20260036,광주광역시,서구,,20260331,28
20260037,서울특별시,동작구,,20260528,29
20260038,경기도,의정부시,,20260529,30
20260039,경기도,고양시 일산서구,,20260531,31
20260040,인천광역시,서구,,20260529,32
20260041,서울특별시,마포구,,20260424,33
20260042,광주광역시,동구,,20260612,34
20260043,강원특별자치도,춘천시,,20260613,35
20260045,충청남도,아산시,,20260616,36
20260046,전북특별자치도,군산시,,20260617,37
20260047,경기도,구리시,,20260621,38
20260048,서울특별시,성동구,,20260622,39
20260049,제주특별자치도,제주시,,20260622,40
20260050,경기도,수원시 팔달구,,20260624,41
20260051,경기도,군포시,,20260630,42
20260053,경기도,성남시 분당구,,20260630,43
20260054,서울특별시,강동구,,20260701,44
20260055,경기도,남양주시,,20260701,45
20260056,충청남도,아산시,,20260708,46
20260057,세종특별자치시,세종특별자치시,,20260713,47
20260058,서울특별시,중랑구,,20260715,48
20260059,전북특별자치도,군산시,,20260714,49
20260060,서울특별시,노원구,,20260719,50
20260061,인천광역시,연수구,,20260715,51
20260062,강원특별자치도,춘천시,,20260720,52
20260063,인천광역시,계양구,,20260721,53
20260065,서울특별시,성동구,,20260731,54
20260067,서울특별시,마포구,,20260801,55
20260068,경상남도,진주시,,20260818,56
20260069,서울특별시,강북구,,20260812,57
20260070,인천광역시,연수구,,20260807,58
20260071,세종특별자치시,세종특별자치시,,20260822,59
20260072,경상남도,하동군,,20260821,60
20260073,전남광주통합특별시,여수시,,20260823,61
20260074,부산광역시,수영구,,20260827,62
20260075,부산광역시,수영구,,20260827,63
